"Cell","Key","Value","Var_explained","Rank"
2,"Lon","72.5",0.0562918491144751,1
2,"Lon","52.5",0.0516508798442751,2
2,"Lat","-2.5",0.0476106026439983,3
2,"Lat","7.5",0.0190851573530376,4
2,"CQrt","134;2",0.0179909853677428,5
1,"CQrt","124;3",0.0161317675041059,6
1,"Qrt","2",0.0147810298980941,7
2,"Qrt","1",0.0140225616193749,8
1,"CQrt","134;2",0.0140015855000053,9
1,"Qrt","1",0.0131809294132486,10
1,"CQrt","14;23",0.0131649661627276,11
2,"CQrt","14;23",0.0129959037227135,12
2,"Qrt","2",0.0127702310801317,13
2,"Qrt","3",0.0126834478682153,14
1,"Qrt","3",0.01122433977707,15
1,"Lat","-32.5",0.0103375415686237,16
1,"Lon","32.5",0.0103375415686237,17
2,"Lat","-32.5",0.00958400563336575,18
2,"CQrt","124;3",0.00892619982676309,19
2,"Lat","-22.5",-0.00186684676312596,20
2,"Lat","-12.5",-0.0158587883777112,21
